id,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,Year
3106,2018-02-27,shot,gun,29.0,M,Black,Dallas,TX,False,attack,Not fleeing,False,2018
3107,2018-02-27,shot,gun,20.0,M,White,Chester,SC,False,other,Car,True,2018
3108,2018-02-27,shot,gun,33.0,M,White,Coeur d'Alene,ID,False,attack,Not fleeing,False,2018
3109,2018-02-28,shot,gun,48.0,M,Black,Orlando,FL,False,attack,Not fleeing,False,2018
3111,2018-03-01,shot,machete,40.0,M,Black,Henrico,VA,False,other,Car,False,2018
3112,2018-03-01,shot,unknown weapon,29.0,M,Hispanic,Tucson,AZ,False,other,Not fleeing,False,2018
3113,2018-03-02,shot,unknown weapon,29.0,M,Hispanic,Bristol Township,PA,False,other,Not fleeing,False,2018
3114,2018-03-02,shot,gun,44.0,M,White,Glendale,AZ,False,attack,Foot,False,2018
3115,2018-03-02,shot,knife,36.0,M,White,Mesa,AZ,False,other,Not fleeing,False,2018
3116,2018-03-02,shot,vehicle,31.0,M,Hispanic,Santa Ana,CA,False,attack,Not fleeing,False,2018
3117,2018-03-02,shot,gun,48.0,M,White,Scottsdale,AZ,False,other,Not fleeing,False,2018
3119,2018-03-03,shot,piece of wood,38.0,F,Hispanic,Pima County,AZ,False,other,Not fleeing,False,2018
3121,2018-03-03,shot,gun,41.0,M,Black,Gulfport,MS,False,attack,Not fleeing,False,2018
3123,2018-03-05,shot,gun,28.0,M,White,Sandpoint,ID,True,attack,Not fleeing,False,2018
3124,2018-03-05,shot,toy weapon,33.0,M,White,Carroll County,GA,False,attack,Not fleeing,False,2018
3125,2018-03-05,shot,knife,44.0,M,White,Lakeland,FL,True,other,Foot,False,2018
3126,2018-03-05,shot,gun,65.0,M,White,Barnwell,AL,False,attack,Not fleeing,False,2018
3129,2018-03-05,shot,knife,25.0,M,White,Farmington,NM,False,other,Not fleeing,False,2018
3130,2018-03-06,shot,gun,40.0,M,White,North Manchester,IN,False,attack,Not fleeing,True,2018
3131,2018-03-06,shot,gun,36.0,M,White,Terre Haute,IN,True,attack,Not fleeing,False,2018
3132,2018-03-06,shot,gun,55.0,M,White,Pueblo,CO,False,attack,Foot,False,2018
3133,2018-03-06,shot,gun,19.0,M,Hispanic,San Francisco,CA,False,attack,Not fleeing,False,2018
3134,2018-03-06,shot,gun,70.0,M,White,Shelbyville,TX,False,other,Not fleeing,False,2018
3135,2018-03-06,shot,gun,37.0,M,Black,Clinton,MO,True,attack,Not fleeing,False,2018
3136,2018-03-07,shot,gun,53.0,M,White,Long Beach,CA,False,attack,Not fleeing,False,2018
3137,2018-03-07,shot,unarmed,84.0,F,White,Bexar County,TX,False,other,Not fleeing,False,2018
3138,2018-03-07,shot and Tasered,pick-axe,46.0,M,Hispanic,Austin,TX,True,other,Not fleeing,False,2018
3139,2018-03-08,shot,gun,29.0,M,Black,Spotsylvania,VA,False,attack,Other,False,2018
3143,2018-03-09,shot,knife,32.0,F,White,Tarpon Springs,FL,False,other,Not fleeing,False,2018
3144,2018-03-09,shot,gun,27.0,M,Hispanic,Phoenix,AZ,False,attack,Foot,False,2018
3145,2018-03-09,shot,knife,38.0,M,Asian,Arlington,TX,False,attack,Not fleeing,False,2018
3146,2018-03-10,shot,gun,20.0,M,Black,Hillsboro,OR,True,attack,Not fleeing,False,2018
3147,2018-03-10,shot,gun,45.0,M,Hispanic,Fontana,CA,False,attack,Not fleeing,False,2018
3148,2018-03-11,shot,gun,32.0,M,White,Oakland,CA,True,attack,Not fleeing,False,2018
3149,2018-03-11,shot,gun,48.0,M,Hispanic,Fort Sumner,NM,False,other,Foot,False,2018
3150,2018-03-11,shot,gun,57.0,M,Hispanic,Midland,TX,False,attack,Not fleeing,False,2018
3151,2018-03-12,shot,knife,34.0,F,Black,Elgin,IL,True,other,Car,True,2018
3152,2018-03-12,shot,gun,47.0,M,White,Blackman Township,MI,False,attack,Foot,False,2018
3153,2018-03-12,shot,gun,61.0,M,White,Lexington,NC,False,attack,Not fleeing,False,2018
3155,2018-03-12,shot,gun,31.0,M,White,Colorado Springs,CO,False,other,Not fleeing,False,2018
3156,2018-03-12,shot and Tasered,baseball bat,46.0,M,Black,Manhasset,NY,False,attack,Not fleeing,False,2018
3157,2018-03-12,shot and Tasered,baton,27.0,M,Black,Tulare,CA,True,attack,Foot,False,2018
3158,2018-03-13,shot,gun,31.0,M,White,Sandy,UT,False,other,Not fleeing,False,2018
3160,2018-03-14,shot,unarmed,31.0,M,Black,East Baton Rouge,LA,True,attack,Not fleeing,False,2018
3162,2018-03-15,shot and Tasered,unarmed,27.0,M,Black,Casa Grande,AZ,False,attack,Not fleeing,False,2018
3163,2018-03-16,shot,gun,49.0,M,Black,Clarksville,TN,False,attack,Not fleeing,False,2018
3164,2018-03-16,shot,knife,26.0,M,White,Jonesborough,TN,True,other,Foot,False,2018
3165,2018-03-16,shot,knife,28.0,M,White,Elk Plain,WA,True,other,Not fleeing,False,2018
3168,2018-03-17,shot,gun,50.0,M,Hispanic,Valley View,CA,False,other,Car,False,2018
3170,2018-03-18,shot,unarmed,23.0,M,Black,Sacramento,CA,False,other,Foot,True,2018
3171,2018-03-18,shot,knife,40.0,M,Hispanic,South El Monte,CA,False,other,Foot,False,2018
3172,2018-03-19,shot,gun,50.0,M,Native,Utica,KY,False,attack,Other,False,2018
3173,2018-03-19,shot,crossbow,50.0,M,White,Lone Rock,AR,False,other,Not fleeing,False,2018
3174,2018-03-19,shot,unarmed,27.0,M,Asian,Denver,CO,False,other,Car,False,2018
3175,2018-03-19,shot and Tasered,knife,35.0,M,Black,Greenville,SC,False,other,Not fleeing,True,2018
3176,2018-03-20,shot,gun,32.0,M,White,Scott County,KY,False,attack,Not fleeing,False,2018
3177,2018-03-20,shot,gun,56.0,M,White,Timberlake,NC,True,attack,Not fleeing,False,2018
3179,2018-03-20,shot,BB gun,56.0,M,White,Princeton,NJ,True,other,Not fleeing,False,2018
3180,2018-03-21,shot,gun,39.0,M,Native,Owasso,OK,True,attack,Not fleeing,True,2018
3181,2018-03-21,shot,knife,47.0,M,White,Mannford,OK,True,other,Not fleeing,False,2018
3182,2018-03-21,shot,gun,25.0,M,White,Amelia Island,FL,True,attack,Not fleeing,False,2018
3183,2018-03-21,shot,gun,21.0,M,Asian,San Francisco,CA,False,attack,Not fleeing,False,2018
3184,2018-03-21,shot,knife,18.0,M,Hispanic,Littlefield,TX,False,attack,Foot,False,2018
3185,2018-03-22,shot,gun,36.0,M,Hispanic,Aurora,IL,False,attack,Foot,False,2018
3186,2018-03-22,shot,unarmed,35.0,M,Black,Greenspoint,TX,True,attack,Not fleeing,False,2018
3187,2018-03-23,shot,gun,29.0,M,White,Abilene,TX,False,attack,Not fleeing,False,2018
3191,2018-03-23,shot,unknown weapon,40.0,M,White,Genesee Township,MI,False,other,Car,False,2018
3192,2018-03-23,shot,incendiary device,48.0,M,Hispanic,Douglas,AZ,False,other,Not fleeing,False,2018
3194,2018-03-23,shot and Tasered,knife,23.0,M,White,Phoenix,AZ,False,attack,Not fleeing,False,2018
3195,2018-03-24,shot,unarmed,42.0,M,White,Nikolaevsk,AK,False,attack,Not fleeing,False,2018
3196,2018-03-24,shot,knife,20.0,M,Native,Anchorage,AK,False,other,Foot,False,2018
3197,2018-03-24,shot,gun,25.0,F,White,Columbus,OH,False,attack,Not fleeing,False,2018
3198,2018-03-25,shot,gun,28.0,M,Hispanic,Austin,TX,False,attack,Not fleeing,False,2018
3200,2018-03-27,shot,gun,41.0,M,Hispanic,Sanford,NC,False,attack,Not fleeing,True,2018
3201,2018-03-27,shot,unarmed,24.0,M,White,Midway,FL,True,attack,Other,True,2018
3202,2018-03-27,shot,knife,29.0,M,White,Nampa,ID,False,other,Not fleeing,False,2018
3203,2018-03-27,shot,vehicle,33.0,F,White,Montgomery,AL,False,attack,Car,False,2018
3204,2018-03-27,shot,gun,44.0,M,Hispanic,Phoenix,AZ,False,attack,Not fleeing,False,2018
3205,2018-03-28,shot,gun and knife,31.0,M,White,Stillwater,OK,True,other,Not fleeing,False,2018
3206,2018-03-28,shot,gun,26.0,M,White,Lower Macungie Township,PA,False,attack,Foot,False,2018
3207,2018-03-28,shot,gun,51.0,M,White,Elizabethtown,KY,False,attack,Not fleeing,False,2018
3209,2018-03-28,shot,gun,29.0,M,White,Swansea,SC,True,other,Car,False,2018
3210,2018-03-28,shot,knife,61.0,M,White,Surprise,AZ,False,other,Not fleeing,False,2018
3211,2018-03-29,shot,gun,44.0,M,Hispanic,Pasadena,TX,True,attack,Other,True,2018
3212,2018-03-29,shot,gun,39.0,M,Black,Charleston,WV,True,attack,Car,False,2018
3213,2018-03-29,shot,gun,35.0,M,White,Clarksville,TN,False,other,Other,False,2018
3214,2018-03-29,shot and Tasered,knife,39.0,M,White,Las Vegas,NV,False,other,Not fleeing,True,2018
3215,2018-03-30,shot,gun,60.0,M,Black,Winston-Salem,NC,False,other,Not fleeing,False,2018
3216,2018-03-30,shot,toy weapon,42.0,M,White,Atwater,CA,False,other,Not fleeing,False,2018
3217,2018-03-31,shot,machete,27.0,M,White,Guthrie,OK,False,attack,Not fleeing,False,2018
3219,2018-04-01,shot,gun,33.0,M,Hispanic,San Antonio,TX,False,other,Not fleeing,False,2018
3220,2018-04-01,shot,gun,60.0,M,Black,New Llano,LA,False,attack,Not fleeing,False,2018
3221,2018-04-01,shot,gun,24.0,M,White,Goodbee,LA,False,attack,Car,False,2018
3222,2018-04-01,shot,gun,41.0,M,Black,Tampa,FL,False,attack,Car,False,2018
3223,2018-04-01,shot,knife,41.0,M,Black,Greenville,NC,False,other,Not fleeing,False,2018
3224,2018-04-01,shot,gun,34.0,M,Black,Jackson,MI,True,attack,Not fleeing,False,2018
3225,2018-04-01,shot,knife,23.0,M,Hispanic,Brownsville,TX,True,other,Not fleeing,False,2018
3228,2018-04-03,shot,gun,49.0,M,White,Huntsville,AL,True,other,Not fleeing,True,2018
3229,2018-04-04,shot,knife,27.0,M,Black,Okmulgee,OK,True,other,Not fleeing,False,2018
3230,2018-04-04,shot,gun,34.0,M,Hispanic,Corpus Christi,TX,False,other,Foot,False,2018
3231,2018-04-04,shot,metal pipe,34.0,M,Black,New York,NY,True,attack,Not fleeing,False,2018
3233,2018-04-04,shot,gun,44.0,F,White,Phoenix,AZ,False,attack,Not fleeing,False,2018
3234,2018-04-04,shot,gun,30.0,M,White,Mesa,AZ,False,attack,Foot,False,2018
3235,2018-04-05,shot,gun,81.0,M,White,Greece,NY,False,attack,Not fleeing,False,2018
3236,2018-04-05,shot,gun,40.0,M,White,Volant,PA,False,attack,Not fleeing,False,2018
3237,2018-04-05,shot,knife,27.0,M,Black,South Bend,IN,False,other,Not fleeing,False,2018
3238,2018-04-05,shot,vehicle,26.0,M,Black,Barstow,CA,False,attack,Not fleeing,False,2018
3239,2018-04-05,shot,gun,18.0,M,Asian,Fremont,CA,False,attack,Foot,False,2018
3240,2018-04-05,shot,gun,59.0,M,White,Reynoldsville,WV,False,other,Foot,True,2018
3241,2018-04-05,shot,knife,56.0,M,Hispanic,South Bend,IN,True,other,Not fleeing,False,2018
3243,2018-04-06,shot,knife,23.0,M,White,Searcy County,AR,False,attack,Foot,False,2018
3244,2018-04-06,shot,gun,36.0,M,White,Federal Way,WA,False,attack,Not fleeing,False,2018
3245,2018-04-06,shot,gun,22.0,M,Hispanic,Las Vegas,NV,True,attack,Not fleeing,False,2018
3246,2018-04-07,shot,knife,48.0,M,White,Portland,OR,True,other,Other,False,2018
3247,2018-04-07,shot,gun,33.0,M,White,Oroville,CA,False,attack,Not fleeing,False,2018
3248,2018-04-08,shot,toy weapon,24.0,M,Hispanic,Cathedral City,CA,False,attack,Not fleeing,False,2018
3249,2018-04-08,shot,unarmed,25.0,M,Black,Danville,VA,False,other,Other,True,2018
3250,2018-04-08,shot,screwdriver,20.0,M,Black,West Valley City,UT,False,other,Foot,True,2018
3251,2018-04-08,shot,screwdriver,45.0,M,White,Louisville,KY,True,other,Not fleeing,True,2018
3252,2018-04-09,shot,gun,29.0,M,White,Reseda,CA,False,other,Foot,True,2018
3253,2018-04-09,shot,gun,34.0,M,White,Oaks,OK,False,other,Not fleeing,True,2018
3254,2018-04-09,shot and Tasered,knife,23.0,M,White,Troy,MI,False,attack,Not fleeing,False,2018
3255,2018-04-09,shot and Tasered,knife,29.0,M,White,Billings,MT,False,attack,Not fleeing,True,2018
3256,2018-04-10,shot,toy weapon,44.0,M,White,Billings,MT,False,other,Not fleeing,False,2018
3258,2018-04-10,shot,knife,30.0,M,Black,Baldwin Hills,CA,True,other,Foot,False,2018
3260,2018-04-11,shot,gun,71.0,F,White,Winn Parish,LA,False,attack,Not fleeing,False,2018
3261,2018-04-11,shot,gun,25.0,M,Black,Gardena,CA,False,attack,Not fleeing,False,2018
3262,2018-04-11,shot,gun,61.0,M,White,Pembroke,NY,True,attack,Not fleeing,True,2018
3263,2018-04-11,shot,machete,39.0,M,White,Sparta,NC,False,other,Not fleeing,True,2018
3264,2018-04-11,shot,gun,50.0,M,White,Winn Parish,LA,False,attack,Not fleeing,False,2018
3266,2018-04-12,shot,gun,23.0,M,White,Lake Elmo,MN,True,other,Not fleeing,False,2018
3267,2018-04-12,shot,knife,39.0,M,Black,Helena-West Helena,AR,False,attack,Not fleeing,False,2018
3268,2018-04-12,shot,gun,45.0,M,Black,Washington,PA,False,attack,Other,False,2018
3270,2018-04-13,shot,knife,34.0,M,White,Waco,TX,False,other,Not fleeing,False,2018
3271,2018-04-13,shot,gun,31.0,M,White,Thornton,CO,False,other,Car,False,2018
3272,2018-04-14,shot,gun,55.0,M,Hispanic,Millville,NJ,False,other,Car,False,2018
3273,2018-04-14,shot,gun,39.0,M,Black,Phoenix,AZ,False,attack,Other,False,2018
3274,2018-04-14,shot,vehicle,32.0,M,White,Carrollton,GA,False,attack,Not fleeing,False,2018
3275,2018-04-14,shot,gun,44.0,M,Hispanic,Phoenix,AZ,False,attack,Not fleeing,False,2018
3276,2018-04-14,shot,toy weapon,24.0,M,White,Anaheim,CA,True,attack,Not fleeing,True,2018
3277,2018-04-15,shot,knife,36.0,M,Native,Lodge Grass,MT,False,other,Not fleeing,False,2018
3278,2018-04-17,shot,screwdriver,41.0,M,Black,Magna,UT,True,attack,Car,False,2018
3280,2018-04-17,shot,vehicle,39.0,M,White,Tishomingo,OK,False,attack,Car,False,2018
3282,2018-04-18,shot,knife,32.0,M,White,Douglasville,GA,False,attack,Not fleeing,True,2018
3283,2018-04-18,shot,gun,45.0,M,White,Greene County,MO,False,attack,Foot,False,2018
3284,2018-04-18,shot,gun,31.0,M,Black,Fort Lauderdale,FL,False,attack,Not fleeing,False,2018
3285,2018-04-18,shot,knife,32.0,M,Native,Sugar House,UT,True,other,Not fleeing,False,2018
3286,2018-04-18,shot,gun,48.0,M,Black,Pavilion Township,MI,False,attack,Not fleeing,False,2018
3287,2018-04-20,shot,vehicle,49.0,M,White,Foresthill,CA,True,other,Car,False,2018
3288,2018-04-20,shot,unarmed,48.0,M,Black,Orlando,FL,False,other,Not fleeing,False,2018
3289,2018-04-20,shot,gun,18.0,M,White,Mackinaw,IL,False,attack,Not fleeing,False,2018
3291,2018-04-21,shot,gun,25.0,M,Black,Memphis,TN,False,other,Foot,False,2018
3292,2018-04-22,shot,gun,27.0,M,White,West Olive,MI,False,attack,Not fleeing,False,2018
3293,2018-04-22,shot,gun,37.0,M,Hispanic,Louisville,KY,False,attack,Foot,False,2018
3294,2018-04-24,shot,gun,44.0,M,Hispanic,San Antonio,TX,False,other,Foot,False,2018
3298,2018-04-25,shot,gun,41.0,M,White,Colorado Springs,CO,False,attack,Foot,False,2018
3299,2018-04-25,shot,knife,42.0,M,Black,Louisville,KY,False,attack,Not fleeing,False,2018
3300,2018-04-25,shot,gun,36.0,M,White,Denver,CO,False,other,Car,False,2018
3302,2018-04-25,shot,gun,37.0,M,Black,Grand Prairie,TX,False,attack,Not fleeing,False,2018
3304,2018-04-26,shot,vehicle,56.0,F,White,Palermo,CA,False,attack,Car,True,2018
3305,2018-04-26,shot,gun,35.0,M,White,Shelby Township,MI,True,attack,Not fleeing,False,2018
3306,2018-04-28,shot,knife,36.0,F,Black,Johns Creek,GA,True,other,Not fleeing,False,2018
3307,2018-04-28,shot,gun,46.0,M,White,Northglenn,CO,False,other,Not fleeing,False,2018
3308,2018-04-28,shot,gun,26.0,M,Hispanic,Elk Grove,CA,False,attack,Not fleeing,False,2018
3309,2018-04-28,shot,gun,41.0,M,White,Casselberry,FL,False,attack,Not fleeing,False,2018
3310,2018-04-29,shot,unarmed,38.0,M,White,Shreveport,LA,False,attack,Foot,False,2018
3312,2018-04-29,shot,gun,47.0,M,White,Franklin,NC,False,attack,Not fleeing,False,2018
3313,2018-04-29,shot,gun,26.0,M,White,Moorland,IA,False,attack,Not fleeing,False,2018
3314,2018-04-30,shot,knife,64.0,M,Black,Columbus,OH,False,other,Not fleeing,False,2018
3318,2018-05-01,shot,samurai sword,49.0,M,White,League City,TX,False,other,Not fleeing,False,2018
3320,2018-05-02,shot,gun,48.0,M,White,Liberty,NC,False,attack,Not fleeing,False,2018
3322,2018-05-02,shot,gun,67.0,M,Black,Dallas,TX,False,attack,Not fleeing,False,2018
3323,2018-05-02,shot,gun,24.0,M,Black,Columbus,GA,False,attack,Car,False,2018
3324,2018-05-03,shot,machete,26.0,M,Hispanic,Orosi,CA,True,attack,Not fleeing,False,2018
3325,2018-05-03,shot,knife,28.0,M,White,Sandia,TX,False,attack,Not fleeing,False,2018
3326,2018-05-04,shot,gun,21.0,M,White,Terre Haute,IN,False,attack,Car,False,2018
3328,2018-05-05,shot,gun,24.0,M,White,Kettering,OH,False,attack,Not fleeing,False,2018
3331,2018-05-05,shot,vehicle,21.0,F,White,Aurora,MO,False,attack,Car,False,2018
3332,2018-05-06,shot,gun,73.0,M,White,Fairview,OH,True,attack,Not fleeing,False,2018
3333,2018-05-06,shot,gun,39.0,M,White,Prague,OK,False,attack,Car,False,2018
3334,2018-05-06,shot,Taser,32.0,M,Black,East Point,GA,False,attack,Car,False,2018
3335,2018-05-06,shot,gun,38.0,M,White,Casper,WY,False,attack,Not fleeing,False,2018
3337,2018-05-07,shot,gun,26.0,M,White,Tulsa,OK,False,other,Not fleeing,True,2018
3338,2018-05-07,shot,gun,55.0,F,White,Floyd County,GA,False,attack,Car,False,2018
3339,2018-05-07,shot,gun,50.0,M,White,Appleton,WI,True,other,Not fleeing,True,2018
3340,2018-05-07,shot,gun,49.0,F,Hispanic,Yuma,AZ,False,other,Not fleeing,False,2018
3341,2018-05-07,shot,gun,48.0,M,White,Hackett,AR,False,attack,Not fleeing,False,2018
3342,2018-05-08,shot,gun,65.0,M,White,Lancaster,PA,False,attack,Not fleeing,False,2018
3344,2018-05-08,shot,toy weapon,37.0,M,White,Glade Spring,VA,False,other,Other,False,2018
3345,2018-05-08,shot,knife,45.0,M,Hispanic,Greeley,CO,False,other,Foot,False,2018
3346,2018-05-09,shot,gun,33.0,M,Black,Jackson,MS,False,attack,Not fleeing,False,2018
3347,2018-05-10,shot,vehicle,46.0,M,White,Morristown,TN,False,attack,Not fleeing,False,2018
3348,2018-05-10,shot,gun,33.0,M,White,Lower Burrell,PA,False,other,Not fleeing,False,2018
3351,2018-05-11,shot,knife,33.0,M,White,Haughton,LA,False,other,Not fleeing,False,2018
3352,2018-05-11,shot,gun,51.0,M,White,Evansville,IN,False,attack,Foot,False,2018
3353,2018-05-11,shot,gun,52.0,M,White,Talihina,OK,False,attack,Not fleeing,False,2018
3354,2018-05-11,shot,knife,24.0,M,Native,Blackfoot,ID,False,attack,Not fleeing,False,2018
3355,2018-05-12,shot,gun,55.0,M,White,Columbus,OH,False,attack,Car,False,2018
3356,2018-05-13,shot,unknown weapon,28.0,M,Black,Portsmouth,VA,False,other,Not fleeing,False,2018
3357,2018-05-13,shot,gun,36.0,M,White,Amite,LA,False,attack,Not fleeing,False,2018
3360,2018-05-14,shot,gun,24.0,M,Black,Clinton,MD,False,attack,Not fleeing,False,2018
3361,2018-05-14,shot,unarmed,20.0,M,White,Royal Oak,MI,False,attack,Not fleeing,False,2018
3362,2018-05-14,shot,gun,54.0,M,White,Wales,ME,False,attack,Not fleeing,False,2018
3363,2018-05-14,shot,gun,53.0,M,White,Quincy,IL,False,other,Not fleeing,False,2018
3364,2018-05-14,shot,gun,36.0,M,Hispanic,San Antonio,TX,False,attack,Not fleeing,False,2018
3365,2018-05-14,shot and Tasered,unarmed,24.0,M,Black,Richmond,VA,False,attack,Car,True,2018
3366,2018-05-15,shot,gun,34.0,M,White,Lake Mary,FL,False,other,Car,False,2018
3367,2018-05-16,shot,knife,59.0,M,White,Martins Ferry,OH,False,other,Not fleeing,False,2018
3368,2018-05-17,shot,gun,34.0,M,White,Norman,OK,False,attack,Not fleeing,False,2018
3371,2018-05-18,shot,hatchet,24.0,M,White,Gresham,OR,False,other,Car,False,2018
3373,2018-05-19,shot,gun,30.0,M,White,Columbus,OH,False,attack,Not fleeing,False,2018
3374,2018-05-19,shot,gun,36.0,M,Hispanic,Pueblo,CO,False,attack,Not fleeing,False,2018
3375,2018-05-20,shot,gun,36.0,M,White,Baxter,KY,False,other,Foot,False,2018
3376,2018-05-21,shot,gun,58.0,M,White,Joshua Tree,CA,True,attack,Foot,False,2018
3378,2018-05-22,shot,knife,49.0,M,Hispanic,Mathis,TX,False,other,Not fleeing,False,2018
3379,2018-05-23,shot,gun,31.0,F,White,Gurnee,IL,False,attack,Foot,False,2018
3381,2018-05-23,shot,unarmed,20.0,F,Hispanic,Rio Bravo,TX,False,attack,Not fleeing,False,2018
3382,2018-05-24,shot,unarmed,30.0,M,White,Citra,FL,False,attack,Foot,True,2018
3383,2018-05-24,shot,unarmed,33.0,M,White,Cleveland,OH,True,attack,Not fleeing,False,2018
3384,2018-05-25,shot,vehicle,29.0,M,White,Dumas,TX,False,attack,Not fleeing,False,2018
3386,2018-05-25,shot,knife,31.0,M,White,Fort Morgan,CO,True,other,Not fleeing,False,2018
3387,2018-05-26,shot,gun,51.0,M,White,Silsbee,TX,False,other,Not fleeing,False,2018
3388,2018-05-27,shot,knife,42.0,M,Hispanic,San Diego,CA,True,other,Not fleeing,True,2018
3389,2018-05-27,shot,gun,67.0,M,White,Grand Junction,CO,False,attack,Not fleeing,False,2018
3392,2018-05-29,shot,gun,34.0,M,Native,Phoenix,AZ,False,other,Not fleeing,False,2018
3393,2018-05-29,shot,metal pipe,51.0,M,Hispanic,Riverbank,CA,False,attack,Not fleeing,False,2018
3394,2018-05-29,shot,toy weapon,19.0,M,White,Cottonwood Heights,UT,False,other,Foot,False,2018
3395,2018-05-30,shot,pick-axe,29.0,M,Hispanic,Los Angeles,CA,False,attack,Foot,True,2018
3396,2018-05-30,shot,gun,23.0,M,Black,Florida City,FL,False,undetermined,Not fleeing,False,2018
3397,2018-05-31,shot,knife,46.0,F,White,Fullerton,CA,True,other,Not fleeing,False,2018
3398,2018-05-31,shot,knife,42.0,M,Black,Thomasville,NC,False,attack,Car,False,2018
3399,2018-06-01,shot,unarmed,21.0,M,Hispanic,Dundee,FL,False,attack,Not fleeing,False,2018
3400,2018-06-01,shot,knife,55.0,M,Asian,Honolulu,HI,True,attack,Not fleeing,False,2018
3403,2018-06-03,shot,unarmed,32.0,M,Hispanic,Chickasha,OK,False,other,Car,False,2018
3405,2018-06-03,shot,gun,34.0,M,Hispanic,Jurupa Valley,CA,False,attack,Car,False,2018
3406,2018-06-04,shot,gun,40.0,M,White,Springfield,MO,False,attack,Foot,False,2018
3407,2018-06-05,shot,gun,55.0,M,Hispanic,Pearland,TX,True,attack,Not fleeing,False,2018
3408,2018-06-05,shot,gun,20.0,M,White,Wilmington,NC,True,other,Not fleeing,False,2018
3411,2018-06-06,shot,gun,56.0,M,White,LaGrange,GA,True,attack,Not fleeing,False,2018
3412,2018-06-06,shot,gun,47.0,M,White,Delaware,OH,True,other,Not fleeing,False,2018
3413,2018-06-07,shot,gun,33.0,M,White,Albuquerque,NM,False,attack,Car,False,2018
3415,2018-06-07,shot,gun,28.0,M,Black,Gary,IN,False,attack,Not fleeing,False,2018
3416,2018-06-07,shot,gun,50.0,M,White,Benton City,WA,False,other,Not fleeing,False,2018
3417,2018-06-08,shot,unarmed,36.0,M,White,Madison County,MS,False,other,Not fleeing,False,2018
3418,2018-06-08,shot,gun,47.0,M,White,Hardwick,NJ,True,attack,Car,False,2018
3419,2018-06-09,shot,vehicle,36.0,F,Black,Deptford,NJ,False,other,Car,False,2018
3420,2018-06-09,shot,gun,49.0,M,White,Temple,TX,False,attack,Not fleeing,False,2018
3421,2018-06-10,shot,unknown weapon,34.0,M,White,Westminister,CO,False,other,Foot,False,2018
3422,2018-06-11,shot,unarmed,41.0,M,Black,Silver Spring,MD,True,attack,Not fleeing,True,2018
3423,2018-06-11,shot,knife,29.0,M,Hispanic,Whittier,CA,False,other,Car,False,2018
3424,2018-06-12,shot,gun,34.0,M,Black,Danville,IL,False,attack,Car,False,2018
3425,2018-06-12,shot,unarmed,34.0,M,White,Phoenix,AZ,False,other,Not fleeing,False,2018
3426,2018-06-12,shot,gun,22.0,M,Black,Washington,DC,False,attack,Not fleeing,False,2018
3428,2018-06-12,shot,knife,32.0,M,White,Hardwick,NJ,False,other,Not fleeing,False,2018
3430,2018-06-13,shot,gun,44.0,M,White,Pike County,OH,False,attack,Not fleeing,False,2018
3431,2018-06-13,shot,toy weapon,21.0,M,White,Eustis,FL,True,attack,Not fleeing,False,2018
3433,2018-06-14,shot,gun,29.0,M,Hispanic,Hall County,GA,False,attack,Foot,False,2018
3434,2018-06-14,shot,gun and car,18.0,M,Black,Las Vegas,NV,False,attack,Car,False,2018
3435,2018-06-14,shot,gun,33.0,M,Black,Kansas City,MO,False,attack,Not fleeing,False,2018
3436,2018-06-14,shot,sword,28.0,F,White,Kansas City,MO,False,undetermined,Not fleeing,False,2018
3438,2018-06-14,shot,gun,40.0,M,Hispanic,Kirkland,WA,False,other,Not fleeing,False,2018
3439,2018-06-15,shot,unarmed,40.0,M,White,Nokomis,IL,False,other,Foot,False,2018
3441,2018-06-16,shot,knife,37.0,M,Black,Warwick,NY,False,other,Not fleeing,False,2018
3442,2018-06-16,shot,unarmed,47.0,M,Hispanic,Albuquerque,NM,False,attack,Car,False,2018
3445,2018-06-17,shot,gun,33.0,M,Black,Trenton,NJ,False,attack,Not fleeing,False,2018
3446,2018-06-17,shot,gun,44.0,M,Hispanic,South Salt Lake,UT,False,other,Not fleeing,False,2018
3447,2018-06-19,shot,gun,65.0,M,White,Cumming,GA,False,attack,Not fleeing,False,2018
3448,2018-06-19,shot,gun,20.0,M,Black,Stone Mountain,GA,False,attack,Not fleeing,False,2018
3449,2018-06-19,shot,unarmed,17.0,M,Black,Pittsburgh,PA,False,other,Foot,False,2018
3450,2018-06-19,shot,knife,55.0,M,White,Tucumcari,NM,False,attack,Not fleeing,False,2018
3451,2018-06-20,shot,unarmed,33.0,M,Black,Kingsland,GA,False,attack,Foot,True,2018
3452,2018-06-20,shot,gun,29.0,M,White,Parma,OH,False,attack,Not fleeing,False,2018
3453,2018-06-20,shot,metal pole,44.0,M,White,Bend,OR,False,other,Not fleeing,False,2018
3454,2018-06-22,shot,knife,37.0,M,White,Fairfield,OH,False,attack,Not fleeing,False,2018
3455,2018-06-22,shot,knife,32.0,M,Black,Atlantic City,NJ,False,attack,Not fleeing,True,2018
3456,2018-06-22,shot,knife,31.0,M,White,Harrisonburg,VA,False,attack,Not fleeing,False,2018
3458,2018-06-22,shot,knife,20.0,M,White,Albany,NY,True,attack,Not fleeing,False,2018
3459,2018-06-23,shot,gun,30.0,M,Black,Minneapolis,MN,False,attack,Foot,True,2018
